,sentiment,content
2511,10,@MrDeNiro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh
2512,10,not in the mood
2513,10,I'll miss the 39th floor view...
2514,10,now i'm awake i can't get back to sleep
2515,10,Now i feel really really bad...sorry
2516,12,where is the sunshine...the only thing i see are clouds...
2517,5,Sleep....take two....this better work!
2518,8,Two day hangover
2519,8,I'm not here this weekend...  See you monday twitters
2520,10,@elmers10 miss u more
2521,4,"i didn't have fun at the club tonight, had a lot on my mind"
2522,10,"@HellenBach the geek, the stepson and the live in nanny love BGT, me - can't stand it!  Had to watch TV upstairs all alone!"
2523,7,"Oh Cr*p.... Here goes my head again, &quot;I'm Spinning Around&quot;"
2524,12,"@Rina_spn aww  sick? and i hate soup, too"
2525,6,@upcomingpixar Too bad we're in Sweden where Up isn't up on the theaters  here until October
2526,12,Wide awake. Wishing I wasn't. Damn nightshift routines. Got turned down for the job in Nashville  oh well ...
2527,10,Enjoying the nice couple dad with my brother to bad we never really see each other anymore...
2528,12,Homework day
2529,12,In the emergency room with my cousin. She's got mad flu and can't walk or breathe.  Why are hospitals always so cold?
2530,10,"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!"
2531,10,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...
2532,10,oh my god. my twitter feed has been taken over by geeky stuff! @bmw @brampitolo @kodinlanewave @kenkeiter so funny! I wish i understood
2533,12,"@misstiffytaylor try having your best writing five years behind you  heh, it happens"
2534,12,@Brizzers haha i agree lame....another thought  y are their concerts so expensive......that's kinda lame too
2535,8,Tummy bugs are lame! Got about an hours sleep if that.
2536,12,nt online &amp; mayb next week  if u havent voted pls do: http://bit.ly/hHigd
2537,10,nobody loves me on twitter
2538,12,"@glassdahl: i'm more than willing to give him what he needs. XD but srsly, i also think he needs one soon."
2539,10,"@iAmNauj can't.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what're u doing up???!"
2540,11,@iSpyLevis nooooooooo i just got into my pyjamas!
2541,11,"@liedra Bubble tea is awesome, it's been so long since I've had some"
2542,8,"@Badger5000 probably, but the yoot don't care no more grandad"
2543,12,Soooo full that im starting to feel sick
2544,12,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...
2545,10,@Rina_spn your boyfriend didn't even say bye!
2546,8,@bbyowls i know   but its better than nothing
2547,10,Have you ever realized you never fully have everything you want?  feelin' down.
2548,8,@Pyroezra i know hella  i wish i could be how my mom was and just move across the usa!
2549,2,"what the hell am i doing awake this early,"
2550,10,"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??"
2551,8,@From__Hell beeeeaaaaatooooo!!!!!
2552,12,I don't know what to wear....
2553,12,How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I'm so sad
2554,12,working on my oral presentation and upset.........
2555,8,nt online today &amp; mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd
2556,10,@jerseyzmorenita: Sad But True  :: I SHouldnt Right?
2557,12,#3wordsaftersex i think im bleeding.
2558,10,supposed to be great weather today &amp; 2moro; just my luck Im stuck in work 1-10 both days!
2559,12,i miss you soo much
2560,10,"i lost all my friends, i'm alone and sleepy..i wanna go home"
2561,10,@brainstuck i didnt get the joke
2562,6,"@jojototh @abduzeedo firefox ok, but opera and IE - footer is not ok"
2563,8,Can't concentrate  need a booster to woork
2564,10,"Also, I'm really missing Sami... just thought I would throw that one out there..."
2565,12,"Thanks those who have clicked :p Well I think I did something wrong, it's still at 0 visitor, 0%.. maybe I need to reinstall everything"
2566,12,i'm new!!!!! dunno whatta doo!
2567,8,@Lickasha sorry 19/female/atl very lonely
2568,12,@MakeupGeek I am soo excited about your pasadena seminar...if only i can find the confermation email
2569,12,"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya'll  I'll c u in 3.5hours, after nap"
2570,11,what a lovely summery morning! Shame I have to be in work!!!!
2571,8,tried to 'bing' today.. not operational in australia yet
2572,12,This already feels like one of those days where I just won't be able to win.
2573,5,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee
2574,6,@berkscub no sorry twitter sucks balls since the replys change  #fixreplies
2575,8,RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i'm gonna melt. damn it's cold. freakin cold.  brrrrrr
2576,10,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing
2577,9,&quot; ...not academically of course. &quot; I miss him already
2578,8,it says not in stock
2579,8,Beer in the fridge
2580,12,why is it so hard to find good house events in the Sacramento area?
2581,8,@Jalanii awwww wat i was gonna buy myself something pretty  nvm
2582,12,@fifitheconquero I was going to go to london for a week then had to change my ticket! I would have been there right now
2583,10,at last i wr0te again....got bored the previous dayss....
2584,9,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download
2585,11,@halina1979 what sun?
2586,12,@julsey I should be asleep  trying to be...
2587,8,Ah this is getting to me
2588,10,@binncheol  I'm afraid so. All tour I have had people refusing to believe that I am anything else... Irish all the way.
2589,12,"Totally prepped for interview at 10, too bad twitter is off line..  - http://mobypicture.com/?onewzs"
2590,12,In bed can't sleep .... Something is missing.....
2591,12,"actually, i think i'm being mean to her....i feel sorry now"
2592,10,It's 4 am and I'm hungry
2593,10,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??
2594,10,can't go to bed  An am sooooo tired!!!
2595,6,"Shit shit, i didn't mean to dall asleep again, it's 9am, I wanted to be out by 9.30. Don't know why I'm so tired,I wasn't late last night"
2596,10,man.. it's starting to rain real hard..
2597,12,"@Ozalina It's been fine for me for like, a week, but now it just won't load."
2598,12,Can't sleep....restless mind! Agh
2599,12,"@demios101 oh, sorry to hear about this too  sad"
2600,6,Okay I'm seriously bored. I have nothing to do. I can't go out cause it's raining.
2601,12,My mock ACET scores have shown me that I am doomed to fail not because of ignorance but because of stupidity.
2602,12,"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!"
2603,11,can't believe he has to wait till October to see &quot;Up!&quot; when Americans get to see it this weekend.
2604,6,Up earlier because of a stupid orthadontist appointment
2605,12,"The horror that is Maggie Gallagher is still with me. Such a big ball of ignorance. You can't reason with idiots like that, which sucks."
2606,11,@sebchew YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I'll come prepared!
2607,10,Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh
2608,5,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
2609,8,@eucalyptusapp I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?
2610,12,Can't sleep bc I know I have to be up early !
2611,10,got paid nowhere near as much as she thought she would
2612,12,I'm bummed that I didn't get TEDx tickets
2613,11,"Wow one year today Luc Bourdon was killed, doesn't seem that long ago"
2614,12,@niteskolar Now you only have 2 hours to sleep...  - Rest if you need it.
2615,12,DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?
2616,12,@yourmajestyy haaaw..well i get out of class at 10:50..i hope i make it
2617,5,"Wow what a sunny day,  just recovering some erased files"
2618,8,@Roy_Thomas ahhhh probably will...not good  u been Dubai before??
2619,0,"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana"
2620,10,I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.
2621,11,@swpave ?????????????
2622,8,@zacktate  where u goin
2623,1,@solobasssteve I'm with you there - filing is so much less fun than sorting cos you still have to look at it &amp; hunt down details
2624,12,I also shall be missing Lauren when she goes for a week
2625,8,@psychorn We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine
2626,10,@pilgrimfamilyuk oh no I hate that
2627,10,"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!"
2628,10,@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?
2629,0,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
2630,8,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y
2631,12,mayb he was raped when he was younger
2632,10,I guess you're not talking about Orlando Magic @whoiskenan! There was nothing magical about it
2633,12,I'm tired. I think I'm becoming too old to go out.
2634,12,Back in Durham from Greensboro but Cook-Outs closed.  hmmmm....
2635,12,says God please i hope it doesn't brownout...i'm burning my files  http://plurk.com/p/wy5za
2636,10,I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!
2637,8,@charlieboy808 : thats if u go on a weekend.
2638,5,is wondering where all her friends went...
2639,9,I feel like flying off somewhere. It's been a month since my last trip...
2640,10,"@MarkK_H when you wake up, tweet me and let me know when ur on msn. I really need to talk to you  miss you"
2641,10,@libbyoliver caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again
2642,10,The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.
2643,2,@femiknitzi Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.
2644,10,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too"
2645,8,had a horrible sleep + in a rather bad mood
2646,12,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed"
2647,8,"http://is.gd/IQ03 Microsoft has released Zune also in Europe, no HD for us"
2648,12,http://bit.ly/ZGuQP  What would happen if the Bees died?
2649,8,"heading to bed, somewhat reluctantly, as there is Look Around You on at 1:30. Why must the DVDs be Region 2 only?"
2650,11,i thought it was already winter. turns out winter has even started
2651,12,@Jinsing what Brody how dare u
2652,7,@melissaohh omg  when do they finish??
2653,8,"@shaundiviney i just got mine, but it wouldnt let me call you"
2654,12,"has tummy pains  n woke stu up for a drink in the middle of the night, I don't remember it"
2655,5,@mangointhesky idk. The original is so great.
2656,9,we are looking forward to daddy returning from work on Saturday. He's been gone a whole month
2657,5,Finishing Homework.  BOOO
2658,6,"@Sihm and the &quot;fuck  &quot; was because I dont get my gift!   I was SO exited about it, and it was sooo awesome..."
2659,10,"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2"
